objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,barrio,longitude,latitude,upz_code,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,population_y,pop_density_y,murder_rate,source,Matched_Barrio,Cantidad
438,4,San Cristóbal,SIN LEGALIZAR,bosque de san josé,40019,6.3713e-06,0.0127197865,51.0,78186.39455959373,8.0,102.31959211141772,0.0,5.836971009885826e-05,0.9999416302899012,0.0,0.0,0.0,0.0,465.1702593576995,294.9605696764045,0.6340916336390074,143.37258031842745,0.3082152769534197,0.0,0.0,0.0,0.0,10.23181450952196,0.0219958484096767,16.60529485334557,0.0356972409978959,0.0,0.0,Bosque de San José,-74.085078959531,4.532903078569967,51.0,0.0270397777777777,0.0045145555555555,0.0755338888888888,0.0006746666666666,0.0475567777777777,0.2993677777777778,0.2312811111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,8.0,102.31959211141772,0.0,2016south,,
548,11,,SIN LEGALIZAR,serranías de suba,110622,5.535e-07,0.0029825361,28.0,6790.085418603504,467.0,68776.7489228503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serranías de Suba,-74.085047690368,4.7366553840152,28.0,0.034765,0.0026193333333333,0.1675286666666666,0.0260023333333333,0.3662693333333333,0.1822756666666666,0.0268769999999999,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,467.0,68776.7489228503,0.0,2016north,,
563,10,Engativá,LEGALIZADO,bochica ii,100015,3.87532e-05,0.0255998782,72.0,475446.55124986375,10894.0,22913.19596569084,0.5453035448591937,0.0,0.0,0.4546964551408061,0.0,0.0,0.0,7285.607410605935,1646.1263151144535,0.2259422203724737,1827.5193432362955,0.2508396678876639,0.0,0.0,259.9189986441976,0.0356756800079322,308.1403614072788,0.0422943955172093,0.0,0.0,2142.832359690633,0.2941185599118655,Bochica II,-74.11133178095524,4.713284689064915,72.0,0.0543816846846846,0.0113151261261261,0.1193635495495495,0.0283808738738738,0.1000023243243243,0.2723664414414414,0.2241192162162162,1.6306306306306306,0.6936936936936937,0.054054054054054,0.0,0.1081081081081081,10894.0,22913.19596569084,9.179364787956672e-05,2016north,bochica ii,1.0
611,11,,SIN LEGALIZAR,urb. los nogales de suba,110736,2.24e-06,0.0061079167,71.0,27480.99411976424,1549.0,56366.228719723214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,935.8655974941976,429.8228687122995,0.4592784154724359,506.042728781898,0.5407215845275641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3062,4,San Cristóbal,SIN LEGALIZAR,s.c. santa inés sur,40168,4.1614e-06,0.0128613868,32.0,51065.36633413621,69.0,1351.2093411513397,0.7349663433429164,0.0,0.2650336566570838,0.0,0.0,0.0,0.0,736.018524218525,359.89952090170544,0.4889816072004876,376.11900331681977,0.5110183927995126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3086,5,Usme,SIN LEGALIZAR,s.c. tibaque,50224,0.0006023672,0.2074157729,52.0,7392231.335217269,94.0,12.716052263161108,0.6973724638525699,0.30262753614743,0.0,0.0,0.0,0.0,0.0,11826.550761392122,1654.268841784844,0.139877541234188,1411.1661678089529,0.1193218712945212,0.0,0.0,0.0,0.0,0.0,0.0,356.61347105274035,0.0301536329778339,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3133,1,Usaquén,SIN LEGALIZAR,cedro madeira,10053,4.675e-06,0.0088853604,13.0,57355.00441222143,1110.0,19353.14993652893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,872.7110597608294,260.14924573276767,0.2980932151863216,375.4708961088687,0.4302350610885673,0.0,0.0,237.09091791919303,0.2716717237251112,0.0,0.0,0.0,0.0,0.0,0.0,Cedro Madeira,-74.03151130707533,4.726748932900759,13.0,0.0722946666666666,0.0204671851851851,0.1086236666666666,0.0510527407407407,0.1474944074074074,0.1882635185185185,0.2500152222222222,0.2962962962962963,0.1481481481481481,0.0,0.0,0.1481481481481481,1110.0,19353.14993652893,0.0,2016north,,
3451,11,,SIN LEGALIZAR,la orquídea iii sector,110298,4.473e-07,0.0027493325,27.0,5487.313954006087,169.0,30798.310688350404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194.9404647502603,93.69313339725664,0.4806243460909341,101.24733135300367,0.519375653909066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3554,11,,SIN LEGALIZAR,sindamanoy,110624,1.071e-06,0.0049843379,28.0,13139.818711194466,10.0,761.0455075366073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.599208751456125,43.599208751456125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
3731,7,Bosa,LEGALIZADO,santa lucia,70326,2.3457e-06,0.0063221203,85.0,28782.508462100657,966.0,33562.050412387776,0.077574814412528,0.0,0.922425185587472,0.0,0.0,0.0,0.0,1613.8960056395915,314.73322672284394,0.1950145645215314,843.3866306997314,0.5225780519640699,0.0,0.0,0.0,0.0,0.0,0.0,67.12197208354107,0.0415900230553829,0.0,0.0,,,,,,,,,,,,,,,,,,,,,santa lucia,2.0
